word,machine_translation,human_translation,label,emotion_intensity_score
faulty,ezughị oke,ọchịchị,anger,0.375
pessimism,enweghị nchekwube,enweghị nchekwube,anger,0.375
petpeeve,obere akpa,obere akpa,anger,0.375
infantile,na -amụ nwa,na -amụ nwa,anger,0.375
cannon,egbe ala,egbe ala,anger,0.375
inhibit,gbochie,gbochie,anger,0.371
distressing,na -enye nsogbu,na -enye nsogbu,anger,0.371
vindicate,gosiputa,gosiputa,anger,0.371
nepotism,onye iro,inye amara,anger,0.371
schizophrenia,isi mgbaka,isi mgbaka,anger,0.369
skewed,agbagọ,skud,anger,0.368
disreputable,enweghị nkwanye ùgwù,enweghị nkwanye ùgwù,anger,0.368
forbidding,machibido,machibido,anger,0.368
conquest,mmeri,mmeri,anger,0.367
leukemia,leukemia,ọrịa  ọbara,anger,0.365
bark,ogbugbo,ọgbụgbọ,anger,0.365
warrior,dike,dike,anger,0.364
barks,ogbugbo,ọgbụgbọ,anger,0.364
burke,burke,igbu,anger,0.364
disapprove,ajụghị,ajụghị,anger,0.364
unhappy,enweghi obi uto,enweghi obi uto,anger,0.364
retarded,ala azụ,ala azụ,anger,0.364
challenge,ihe ịma aka,ihe ịma aka,anger,0.364
belt,eriri,eriri,anger,0.364
aftermath,sochiri,sochiri,anger,0.359
cad,cad,nkịta,anger,0.359
paucity,adịghị ike,obere,anger,0.359
opinionated,echiche,echiche,anger,0.359
incompetence,enweghi ike,enweghi ike,anger,0.359
broken,agbajikwa,agbajikwa,anger,0.359
restriction,mgbochi,mgbochi,anger,0.359
controversial,arụmụka,arụmụka,anger,0.359
litigate,ịgba akwụkwọ,ịgba akwụkwọ,anger,0.359
loudness,mkpọtụ,mkpọtụ,anger,0.359
disliked,enweghị mmasị,enweghị mmasị,anger,0.359
sectarian,ịrọ òtù,ịrọ òtù,anger,0.359
polemic,okwu mkparị,okwu mkparị,anger,0.359
interrupting,nkwụsịtụ,nkwụsịtụ,anger,0.358
fussy,iwe iwe,iwe iwe,anger,0.357
wench,mgbu,mgbu,anger,0.353
gruff,gbuo,gbuo,anger,0.351
misbehavior,akparamagwa,akparamagwa,anger,0.351
brat,nwata nwoke,nwata nwoke,anger,0.351
remove,wepu,wepu,anger,0.351
scarcity,ụkọ,ụkọ,anger,0.35
losing,na -efu,na -efu,anger,0.349
lie,ugha,ugha,anger,0.348
defect,nkwarụ,nkwarụ,anger,0.348
pest,pesti,arụrụ,anger,0.348
retract,ndọghachi azụ,ndọghachi azụ,anger,0.348
disappointed,ndakpọ olileanya,ndakpọ olileanya,anger,0.348
untrustworthy,enweghị ntụkwasị obi,enweghị ntụkwasị obi,anger,0.348
ulcer,ọnyá afọ,ọnyá afọ,anger,0.348
stigma,ihere,ihere,anger,0.348
hardened,obi tara mmiri,obi tara mmiri,anger,0.348
deserted,gbahapụrụ,gbahapụrụ,anger,0.348
timewasters,ndị na -egbu oge,ndị na -egbu oge,anger,0.348
disagreement,ekwenyeghi,ekwenyeghi,anger,0.348
bias,ele mmadụ anya n'ihu,ele mmadụ anya n'ihu,anger,0.345
unreliable,enweghị ntụkwasị obi,enweghị ntụkwasị obi,anger,0.344
disclaim,jụpụ,jụpụ,anger,0.344
impotence,enweghi ike,enweghi ike,anger,0.344
negation,mmechuihu,mmechuihu,anger,0.344
stripped,yipụ,yipụ,anger,0.344
unsettled,aghara aghara,aghara aghara,anger,0.344
misleading,na -eduhie,na -eduhie,anger,0.344
pirate,onye ohi mmiri,onye ohi mmiri,anger,0.344
shaky,na -ama jijiji,na -ama jijiji,anger,0.344
antisocial,onye na -emegide mmadụ,onye na -emegide mmadụ,anger,0.344
shoddy,shoddy,ọrụ adịghị mma,anger,0.344
anxiety,nchegbu,nchegbu,anger,0.344
bothering,na -enye nsogbu,na -enye nsogbu,anger,0.344
stingy,ntamu,enweghị aka onyinye,anger,0.344
deterioration,mmebi,mmebi,anger,0.344
evade,zere,zere,anger,0.344
interminable,enweghi ngwụcha,enweghi ngwụcha,anger,0.343
disease,ọrịa,ọrịa,anger,0.341
meddle,tinye onu,tinye ọnụ,anger,0.341
warp,ogologo,ogologo,anger,0.34
infamous,aha ọjọọ,aha ọjọọ,anger,0.338
alcoholism,aismụrụma,ogbugbu,anger,0.338
averse,asị,asị,anger,0.338
row,ahịrị,ahịrị,anger,0.337
staticky,staticky,enweghị mgbanwe,anger,0.336
witchcraft,amoosu,amoosu,anger,0.333
illegitimate,iwu akwadoghị,iwu akwadoghị,anger,0.333
scorpion,akpị,akpị,anger,0.333
ill,na -arịa ọrịa,na -arịa ọrịa,anger,0.333
interrupt,kwusi,kwusi,anger,0.333
encumbrance,isi ike,isi ike,anger,0.333
sinner,onye mmehie,onye mmehie,anger,0.331
hulk,nko,nko,anger,0.329
inconsiderate,enweghị uche,keonwe,anger,0.329
dashed,kụwara,kụwara,anger,0.328
hiss,na -agba ọsọ,igbu mkpọrọhịhị,anger,0.328
dislocated,gbahapụrụ,kwochapụrụ,anger,0.328
opponent,onye mmegide,onye mmegide,anger,0.328
scapegoat,ewu ewu,ịtahụhụ,anger,0.328
prohibited,machibidoro,machibidoro,anger,0.328
spammers,ndị spammers,ndi ọrụ,anger,0.328
tighten,ikesiike,ikesiike,anger,0.328
disqualified,na -erughị eru,na -erughị eru,anger,0.328
grumpy,mkpasu iwe,mkpasu iwe,anger,0.328
fib,eriri,eriri,anger,0.328
resisting,iguzogide,iguzogide,anger,0.328
phony,egwu,egwu,anger,0.328
crusade,agha ntụte,agha ntụte,anger,0.328
victim,aja,aja,anger,0.328
trickery,aghụghọ,aghụghọ,anger,0.324
loss,mfu,mfu,anger,0.324
neglected,eleghara anya,eleghara anya,anger,0.324
haye,haye,ahịhịa kpọrọnku,anger,0.324
inappropriate,ekwesighi,ekwesighi,anger,0.324
eschew,zere,zere,anger,0.324
canker,onye na -egbu anụ,kanka,anger,0.323
crunch,crunch,anwụrụ,anger,0.318
criticism,nkatọ,nkatọ,anger,0.318
duplicity,mbiputegharị,mbiputegharị,anger,0.318
queues,kwụ n'ahịrị,kwụ n'ahịrị,anger,0.318
muff,muf,muf,anger,0.318
shriek,iti mkpu,iti mkpu,anger,0.316
depreciate,ibelata,ibelata,anger,0.315
carelessness,akpachapụghị anya,akpachapụghị anya,anger,0.312
mortality,onwu,onwu,anger,0.312
dismissal,mgbasa,mgbasa,anger,0.312
deflate,fesa,fesa,anger,0.312
dumps,ntụpọ,ikpofu,anger,0.312
chaff,igbogbo ọka,igbogbo ọka,anger,0.312
dupe,dupe,onye nzuzu,anger,0.312
dramaqueen,ejije,ejije,anger,0.312
poverty,ịda ogbenye,ịda ogbenye,anger,0.312
revving,ịtụgharị,ịtụgharị,anger,0.309
disallowed,ekweghi,ekweghi,anger,0.308
boisterous,mkpọtụ,mkpọtụ,anger,0.307
thoughtless,echeghị echiche,echeghị echiche,anger,0.307
burial,ili,ili,anger,0.304
theocratic,ọchịchị Chineke,ọchịchị Chineke,anger,0.303
wince,mmanya,mmanya,anger,0.303
sullen,dị mwute,dị mwute,anger,0.303
involution,ntinye aka,ntinye aka,anger,0.3
talons,talons,mbọ anụmanụ,anger,0.297
senseless,nzuzu,enweghị isi,anger,0.297
hoax,ụgha,ụgha,anger,0.297
misuse,emezighi,emezighi,anger,0.297
wasteful,imefusị ihe,imefusị ihe,anger,0.297
depreciated,belatara,belatara,anger,0.297
getyourown,nweta onwe gị,nweta nke gị,anger,0.297
depressed,dara mbà n'obi,dara mbà n'obi,anger,0.297
taxed,ụtụ isi,ụtụ isi,anger,0.297
stalemate,nkwụsị,nkwụsị,anger,0.297
paralysis,mkpọnwụ,mkpọnwụ,anger,0.295
displaced,chụpụrụ,ịnọchị,anger,0.294
limited,oke,oke,anger,0.292
disapointment,nkwenye,mmechuihu,anger,0.29
ridiculous,mkpari,mkpari,anger,0.289
react,meghachi omume,ikwu,anger,0.288
spine,ọkpụkpụ azụ,ọkpụkpụ azụ,anger,0.288
presumptuous,nganga,nganga,anger,0.288
teasing,njakịrị,njakịrị,anger,0.288
homeless,enweghị ebe obibi,enweghị ebe obibi,anger,0.288
sharpen,mụọ,mụọ,anger,0.288
barrier,mgbochi,mgbochi,anger,0.287
hoot,kpoo,ịma,anger,0.287
twitchy,twitchy,akpasu,anger,0.287
myopia,myopia,ọrịa anya,anger,0.283
spam,spam,nazr,anger,0.281
restitution,nkwụghachi,nkwụghachi,anger,0.281
disconnects,kwụpụ,kwụpụ,anger,0.281
flexin,mkpado,ighịkọta,anger,0.281
lagging,na -egbu oge,idọghachị azu,anger,0.281
incompatible,adabaghi,adabaghi,anger,0.281
delinquent,onye isi ike,onye isi ike,anger,0.281
contraband,iwu iwu,iwu iwu,anger,0.281
shiver,ịma jijiji,ịma jijiji,anger,0.281
unfairness,mmegbu,mmegbu,anger,0.279
buffering,na -echekwa,na -echekwa,anger,0.279
foray,foray,buso,anger,0.279
troll,troll,gbaa gburugburu,anger,0.279
noncompliance,nrube isi,nrube isi,anger,0.279
nether,ọzọ,ọzọ,anger,0.278
uncaring,enweghị mmasị,enweghị mmasị,anger,0.273
bogus,ụgha,adigboroja,anger,0.273
bugaboo,bugugoo,bugugoo,anger,0.273
immaturity,akabeghị aka,akabeghị aka,anger,0.273
shock,ujo,ụjọ,anger,0.269
feisty,feisty,ume ọrụ,anger,0.269
pry,mkpisi,duba,anger,0.266
nopoint,nopoint,enweghị isi,anger,0.266
notamorningperson,onye na -adịghị mma,abụghị onye ụtụtụ,anger,0.266
quandary,mgbagwoju anya,mgbagwoju anya,anger,0.266
bear,anụ ọhịa,anụ ọhịa,anger,0.266
feminism,nwanyị,nwanyị,anger,0.266
rapping,rapping,ụda,anger,0.266
defendant,onye ikpe,onye ikpe,anger,0.266
inconvenient,adighi ike,kemmekpa ahụ,anger,0.266
inoperative,arụghị ọrụ,arụghị ọrụ,anger,0.266
latent,zoro ezo,zoro ezo,anger,0.266
humbug,humbug,wayo,anger,0.266
interrupts,nkwụsị,nkwụsị,anger,0.265
fluctuation,mmajijiji,mmajijiji,anger,0.265
exaggerate,imebiga ihe ókè,imebiga ihe ókè,anger,0.263
lose,ida,ida,anger,0.261
stone,okwute,okwute,anger,0.258
shoplifting,ntụtụ,izu ohi,anger,0.258
patter,patter,ifesa,anger,0.258
furnace,oku,ọkụ,anger,0.258
soldier,onye agha,onye agha,anger,0.258
tease,tiis,tiis,anger,0.258
incompetent,adighi ike,adighi ike,anger,0.257
indoctrination,indoctrination,nkwenye,anger,0.255
tripping,na -akụ aka,adaghị,anger,0.25
falsehood,okwu ugha,okwu ugha,anger,0.25
unfollow,soro,ịkwụsị,anger,0.25
nonsense,nzuzu,nzuzu,anger,0.25
socialist,onye na -elekọta mmadụ,onye na -elekọta mmadụ,anger,0.25
rocket,rọketi,rọketi,anger,0.25
noisy,mkpọtụ,mkpọtụ,anger,0.25
notoriety,ama ama,ama ama,anger,0.25
complicate,gbagwojuru anya,gbagwojuru anya,anger,0.25
untrue,ụgha,ụgha,anger,0.25
cane,mkpisi,mkpisi,anger,0.25
skid,skid,ileghara anya,anger,0.25
mastery,mastery,ọnọdụnkacha,anger,0.25
attentionseeker,onye na -achọ nlebara anya,onye na -achọ nlebara anya,anger,0.25
pouting,na -egwu mmiri,na -egwu mmiri,anger,0.25
lawyer,ọkàiwu,ọkàiwu,anger,0.25
vampire,vampire,ọnwụ ọbara,anger,0.242
capslock,igodo nnukwu mkpụrụedemede,igodo nnukwu mkpụrụedemede,anger,0.242
obstacle,ihe mgbochi,ihe mgbochi,anger,0.242
fenced,gbara ogige,gbara ogige,anger,0.242
ringer,ụda,ụda,anger,0.242
halter,nkwụsị,nkwụsị,anger,0.242
dontunderstand,aghọtaghị,aghọtaghị,anger,0.242
detract,dọpụ uche,dọpụ uche,anger,0.242
witch,amoosu,amoosu,anger,0.242
frowning,iwe iwe,iwe iwe,anger,0.239
saber,saber,mma agha,anger,0.238
hunger,agụụ,agụụ,anger,0.235
imtryingtosleep,imtryingtosleep,achọrọm ịrahụ ụra,anger,0.234
shell,shei,shei,anger,0.234
recession,nlaazu,nlaazu,anger,0.234
politics,ndọrọ ndọrọ ọchịchị,ndọrọ ndọrọ ọchịchị,anger,0.234
dabbling,na -ese okwu,na -ese okwu,anger,0.234
wokemeup,wokemeup,kpoterem n'ụra,anger,0.234
rascal,nzuzu,nzuzu,anger,0.234
tariff,tarifu,tarifu,anger,0.234
failing,odida,ọdịda,anger,0.234
undesirable,ekwesighi,ekwesighi,anger,0.231
copycat,copycat,nnyọmị,anger,0.227
resign,gbara arụkwaghịm,gbara arụkwaghịm,anger,0.227
versus,vesos,vesos,anger,0.227
darkness,ọchịchịrị,ọchịchịrị,anger,0.227
soaked,mikpuru,mikpuru,anger,0.226
unfulfilled,emezughị,emezughị,anger,0.225
abandoned,gbahapụrụ,gbahapụrụ,anger,0.222
owing,n'ihi,iji ụgwọ,anger,0.221
unattainable,enweghi ike iru,enweghi ike iru,anger,0.221
bankruptcy,odida,ọdịda,anger,0.221
misconception,echiche na -ezighi ezi,echiche na -ezighi ezi,anger,0.219
warden,onye nlekọta,onye nlekọta,anger,0.219
whiny,anya mmiri,mkpesa,anger,0.219
tool,ngwá ọrụ,ngwá ọrụ,anger,0.219
confusion,mgbagwoju anya,mgbagwoju anya,anger,0.219
mosquito,anwụnta,anwụnta,anger,0.219
twitching,ịma jijiji,ịma jijiji,anger,0.219
unhelpful,enyeghi aka,enyeghi aka,anger,0.219
compress,mpikota onu,mpịkọta ọnụ,anger,0.219
somethingigetalot,ihe dịpụrụ adịpụ,ihe dịpụrụ adịpụ,anger,0.219
nosey,imi,imi,anger,0.213
overpriced,dị oke ọnụ,dị oke ọnụ,anger,0.212
harry,harry,inye nsogbu,anger,0.212
adder,adder,agwọ,anger,0.212
shortage,ụkọ,ụkọ,anger,0.212
melodrama,melodrama,ejije,anger,0.212
possession,ihe onwunwe,ihe onwunwe,anger,0.206
desert,ọzara,ọzara,anger,0.206
overplayed,karịrị akarị,karịrị akarị,anger,0.206
unlucky,kechioma,kechioma,anger,0.203
arraignment,nchụpụ,nchụpụ,anger,0.203
unpaid,akwụghị ụgwọ,akwụghị ụgwọ,anger,0.203
rook,rook,igwu wayo,anger,0.203
uninvited,a na -akpọghị,a na -akpọghị,anger,0.203
powerless,enweghi ike,enweghi ike,anger,0.203
backbone,ọkpụkpụ azụ,ọkpụkpụ azụ,anger,0.203
sentence,ikpe,ikpe,anger,0.203
inefficient,adighi ike,adighi ike,anger,0.203
pout,mpụta,mpụta,anger,0.203
court,ulo ikpe,ụlọ ikpe,anger,0.199
endless,enweghi ngwụcha,enweghi ngwụcha,anger,0.198
misstatement,nkọwa na -ezighi ezi,nkọwa na -ezighi ezi,anger,0.197
distracted,na -adọpụ uche,na -adọpụ uche,anger,0.197
adverts,mgbasa ozi,mgbasa ozi,anger,0.197
delay,igbu oge,igbu oge,anger,0.197
misunderstanding,nghọtahie,nghọtahie,anger,0.195
excite,kpalie,kpalie,anger,0.191
inadmissible,inadmissible,kemkwere,anger,0.191
lightning,àmụmà,àmụmà,anger,0.189
preclude,gbochie,gbochie,anger,0.188
incase,adịghị ama ama,adịghị ama ama,anger,0.188
insecure,ejighi n'aka,nwedịrị ike ịta,anger,0.188
mournful,na -eru uju,na -eru uju,anger,0.188
claimant,onye na -azọrọ,onye na -azọrọ,anger,0.182
mutter,na -atamu ntamu,na -atamu ntamu,anger,0.182
mistress,nne ukwu,nne ukwu,anger,0.182
rating,ọkwa,ọkwa,anger,0.182
pare,nkọwa,nkọwa,anger,0.182
insist,siri ọnwụ,siri ọnwụ,anger,0.182
distracting,na -adọpụ uche,na -adọpụ uche,anger,0.182
opium,opium,ọgwụ,anger,0.18
willful,kpachaara anya,kpachaara anya,anger,0.176
deserve,kwesiri,kwesiri,anger,0.176
treat,emeso,emeso,anger,0.175
insists,na -ekwusi ike,na -ekwusi ike,anger,0.175
gibberish,onye aghụghọ,onye aghụghọ,anger,0.172
excitation,mkpali,mkpali,anger,0.172
mighty,dị ike,dị ike,anger,0.172
hormonal,hormonal,homonalụ,anger,0.172
fee,ugwo,ụgwọ,anger,0.172
fleece,ajị anụ,ajị anụ,anger,0.172
indecisive,obi abụọ,obi abụọ,anger,0.172
liberate,tọhapụ,tọhapụ,anger,0.172
misplace,emehie,emehie,anger,0.172
thanksalot,Daalụ nke ukwuu,Daalụ nke ukwuu,anger,0.172
yelp,mkpu,mkpu,anger,0.168
bargaining,ahia ahia,ọnụ ahịa,anger,0.167
mule,ịnyịnya ibu,ịnyịnya ibu,anger,0.167
unequal,ahaghị nhata,ahaghị nhata,anger,0.167
insignificant,ihe efu,ihe efu,anger,0.167
hamstring,apata ụkwụ,apata ụkwụ,anger,0.167
insufficiency,ezughi oke,ezughi oke,anger,0.167
attentionseekers,ndị na -achọ nlebara anya,ndị na -achọ nlebara anya,anger,0.163
forearm,ogwe aka,ogwe aka,anger,0.156
rheumatism,rheumatism,agba ikpere,anger,0.156
indifference,enweghị mmasị,enweghị mmasị,anger,0.156
coop,coop,imechi,anger,0.156
attorney,onye ọka iwu,onye ọka iwu,anger,0.152
uncertain,ejighi n'aka,ejighi n'aka,anger,0.152
involvement,itinye aka,itinye aka,anger,0.152
underpaid,akwụghị ụgwọ,akwụghị ụgwọ,anger,0.152
pretending,na -eme aghụghọ,na -eme aghụghọ,anger,0.152
justthebeginning,na -amalite,na -amalite,anger,0.152
bee,anu,anụ,anger,0.152
disinformation,mgbasa,mgbasa,anger,0.152
campaigning,na -eme mkpọsa,na -eme mkpọsa,anger,0.151
hopelessness,enweghị olileanya,enweghị olileanya,anger,0.149
feeling,mmetụta,mmetụta,anger,0.147
legalized,iwu kwadoro,iwu kwadoro,anger,0.145
caution,ịkpachara anya,ịkpachara anya,anger,0.145
morals,omume,omume,anger,0.141
sterling,magburu onwe ya,magburu onwe ya,anger,0.141
obliging,na -akwụ ụgwọ,na -akwụ ụgwọ,anger,0.141
subsidy,enyemaka,enyemaka,anger,0.141
wimpy,wimpy,adịghị ike,anger,0.14
bummer,na -eme mkpọtụ,na -eme mkpọtụ,anger,0.139
repay,kwụghachi,kwụghachi,anger,0.136
surcharge,ịkwụ ụgwọ,ịkwụ ụgwọ,anger,0.136
saloon,ụlọ ahịa,ụlọ ahịa,anger,0.136
misspell,misspell,asupetaghị,anger,0.136
blemish,nkwarụ,nkwarụ,anger,0.136
geez,geez,gizi,anger,0.136
birch,birch,osisi,anger,0.135
noob,noob,enweghị ahụmahụ,anger,0.133
honk,eziokwu,mkpọta,anger,0.133
orchestra,ndi otu egwu,ndi otu egwu,anger,0.132
wireless,ikuku,ikuku,anger,0.125
standstill,kwụrụ ọtọ,kwụrụ ọtọ,anger,0.125
competitive,asọmpi,asọmpi,anger,0.125
reversal,ntụgharị,ntụgharị,anger,0.121
inattention,akpachapụghị anya,akpachapụghị anya,anger,0.121
lace,lace,leesị,anger,0.118
elbow,ikiaka,ikiaka,anger,0.117
instinctive,mmuo,mmụọ,anger,0.112
chant,ukwe,ukwe,anger,0.111
gnome,gnome,ekere,anger,0.109
lonely,owu na -ama,owu na -ama,anger,0.109
tolerate,anabataghị,anabataghị,anger,0.106
management,njikwa,njikwa,anger,0.102
advocacy,nkwado,nkwado,anger,0.1
moral,omume,omume,anger,0.094
roadworks,ọrụ okporo ụzọ,ọrụ okporo ụzọ,anger,0.091
honest,eziokwu,eziokwu,anger,0.087
forgetful,na -echefu,na -echefu,anger,0.076
gent,ndị ọma,ibe,anger,0.076
liquor,mmanya,mmanya,anger,0.075
money,ego,ego,anger,0.074
hood,mkpuchi,mkpuchi,anger,0.071
curriculum,usoro ọmụmụ,usoro ọmụmụ,anger,0.063
words,okwu,okwu,anger,0.062
smell,isi,isi,anger,0.061
elf,elf,arusị,anger,0.061
playful,igwuri egwu,igwuri egwu,anger,0.061
trumpet,opi,opi,anger,0.059
nurture,ịzụlite,ịzụlite,anger,0.059
asleeep,asleeep,ihi ụra,anger,0.059
counsellor,onye ndụmọdụ,onye ndụmọdụ,anger,0.059
birthplace,ebe omumu,ebe ọmụmụ,anger,0.051
ribbon,rịbọn,rịbọn,anger,0.047
vote,votu,ịtụnye,anger,0.045
youth,ntorobịa,ntorobịa,anger,0.045
cash,ego,ego,anger,0.039
wannasleep,ụra ụra,ụra ụra,anger,0.031
waffle,waffle,isiri,anger,0.03
dame,dame,uwe,anger,0.03
buffet,nkuru n'onwe,nkuru n'onwe,anger,0.029
celebrity,onye ama ama,onye ama ama,anger,0.026
autocorrect,nrụzi,nrụzi,anger,0.015
sisterhood,nwanne nwanyị,nwanne nwanyị,anger,0.015
musical,egwu,egwu,anger,0.011
tree,osisi,osisi,anger,0.0
excited,obi ụtọ,obi ụtọ,anticipation,0.859
anticipation,atụmanya,atụmanya,anticipation,0.859
excitement,mkpali,mkpali,anticipation,0.82
anticipate,chere,chere,anticipation,0.82
eagerness,ịnụ ọkụ n'obi,ịnụ ọkụ n'obi,anticipation,0.812
exciting,na -akpali akpali,na -akpali akpali,anticipation,0.797
expectant,na -atụ anya ya,na -atụ anya ya,anticipation,0.789
thrilling,na -akpali akpali,na -akpali akpali,anticipation,0.781
hope,olile anya,olile anya,anticipation,0.773
quest,ọchịchọ,ọchịchọ,anticipation,0.766
countdown,ngụda,ngụda,anticipation,0.75
anticipatory,na -atụ anya,na -atụ anya,anticipation,0.75
expectance,atụmanya,atụmanya,anticipation,0.75
start,malite,malite,anticipation,0.75
adventure,njem,njem,anticipation,0.75
eager,chọsiri ike,chọsiri ike,anticipation,0.742
climax,njedebe,njedebe,anticipation,0.742
arouse,kpalie,kpalie,anticipation,0.742
excite,kpalie,kpalie,anticipation,0.742
expect,tụọ anya,tụọ anya,anticipation,0.742
prophecy,amụma,amụma,anticipation,0.742
ejaculation,ejaculation,ịtụ ihe,anticipation,0.734
announcement,ọkwa,ọkwa,anticipation,0.734
birth,omumu,ọmụmụ,anticipation,0.734
imminent,dị nso,dị nso,anticipation,0.727
urgent,ngwa ngwa,ngwa ngwa,anticipation,0.727
expecting,na -atụ anya,na -atụ anya,anticipation,0.727
liberation,ntọhapụ,ntọhapụ,anticipation,0.727
expectancy,atụmanya,atụmanya,anticipation,0.727
prospection,ọganihu,ọganihu,anticipation,0.719
prospect,atụmanya,atụmanya,anticipation,0.719
reunion,njikọta,njikọta,anticipation,0.719
aspire,chọsie ike,ebunuche,anticipation,0.719
voyage,njem,njem,anticipation,0.719
trepidation,ujo,ụjọ,anticipation,0.719
mystery,ihe omimi,ihe omimi,anticipation,0.711
journey,njem,njem,anticipation,0.711
kiss,susuo ọnụ,susuo ọnụ,anticipation,0.711
yearning,agụụ,agụụ,anticipation,0.711
enthusiasm,ịnụ ọkụ n'obi,ịnụ ọkụ n'obi,anticipation,0.711
ecstasy,obi ụtọ,obi ụtọ,anticipation,0.711
suspense,obi abụọ,obi abụọ,anticipation,0.711
rapture,owuwe,owuwe,anticipation,0.711
excitation,mkpali,mkpali,anticipation,0.703
thrill,mkpali,mkpali,anticipation,0.703
urgency,ngwa ngwa,ngwa ngwa,anticipation,0.703
tantalizing,na -agbagwoju anya,kenọnwụnwa,anticipation,0.703
frantic,na -atụ ụjọ,na -atụ ụjọ,anticipation,0.703
prospective,na -atụ anya,na -atụ anya,anticipation,0.703
lottery,lọtrị,lọtrị,anticipation,0.703
progress,oganihu,ọganiihu,anticipation,0.703
hopeful,olile anya,olile anya,anticipation,0.703
destination,njedebe,njedebe,anticipation,0.703
arrival,mbata,mbata,anticipation,0.695
achievement,mmezu,mmezu,anticipation,0.695
hurry,mee ọsọ ọsọ,mee ọsọ ọsọ,anticipation,0.695
advance,ọganihu,ọganihu,anticipation,0.695
explore,inyocha,inyocha,anticipation,0.695
readiness,njikere,njikere,anticipation,0.695
vacation,ezumike,ezumike,anticipation,0.695
expectation,atụmanya,atụmanya,anticipation,0.695
liberate,tọhapụ,tọhapụ,anticipation,0.695
prediction,amụma,amụma,anticipation,0.695
sex,mmekọahụ,mmekọahụ,anticipation,0.695
approaching,na -eru nso,na -eru nso,anticipation,0.688
ecstatic,obi ụtọ,obi ụtọ,anticipation,0.688
allure,rata,rata,anticipation,0.688
roulette,roulette,egwuregwu,anticipation,0.68
honeymoon,honiimuunu,honiimuunu,anticipation,0.68
uprising,ọgba aghara,ọgba aghara,anticipation,0.68
wishful,na -achọsi ike,na -achọsi ike,anticipation,0.672
celebrating,na -eme mmemme,na -eme mmemme,anticipation,0.672
holiday,ezumike,ezumike,anticipation,0.672
crescendo,crescendo,nkuzi,anticipation,0.672
orgasm,orgasm,na-abịa na njedebe,anticipation,0.664
invitation,ọkpụkpọ òkù,ọkpụkpọ òkù,anticipation,0.664
impending,na -abịanụ,na -abịanụ,anticipation,0.664
winning,na -emeri,na -emeri,anticipation,0.664
winnings,mmeri,mmeri,anticipation,0.664
craving,na -achọ,na -achọ,anticipation,0.664
rescue,nnapụta,nnapụta,anticipation,0.664
triumph,mmeri,mmeri,anticipation,0.664
waiting,na -eche,na -eche,anticipation,0.664
courtship,mbedo,mbedo,anticipation,0.656
bridegroom,onye na -alụ nwunye,onye na -alụ nwunye,anticipation,0.656
gain,uru,uru,anticipation,0.656
aspiring,na -achọ,na -achọ,anticipation,0.656
celebration,ememe,mmemme,anticipation,0.656
bridal,agbamakwụkwọ,agbamakwụkwọ,anticipation,0.656
jackpot,jackpot,ego,anticipation,0.656
reward,ugwo,ụgwọ,anticipation,0.656
marriage,alụmdi na nwunye,alụmdi na nwunye,anticipation,0.656
victory,mmeri,mmeri,anticipation,0.656
fortune,uba,ụba,anticipation,0.656
strive,gbalịsie ike,gbalịsie ike,anticipation,0.656
aspiration,ọchịchọ,ọchịchọ,anticipation,0.648
prescient,onye nlekọta,onye nlekọta,anticipation,0.648
inheritance,ihe nketa,ihe nketa,anticipation,0.648
opportunity,ohere,ohere,anticipation,0.648
delivery,nnyefe,nnyefe,anticipation,0.648
alertness,ịmụrụ anya,ịmụrụ anya,anticipation,0.648
treasure,akụ,akụ,anticipation,0.648
tomorrow,echi,echi,anticipation,0.648
crowning,okpueze,okpueze,anticipation,0.648
intrigue,aghụghọ,aghụghọ,anticipation,0.648
rising,na -ebili,na -ebili,anticipation,0.648
receiving,na -anata,na -anata,anticipation,0.641
bride,nwunye,nwunye,anticipation,0.641
celebrated,eme ememe,eme mmemme,anticipation,0.641
launch,igba egbe,igba egbe,anticipation,0.641
engaged,kwere nkwa,kwere nkwa,anticipation,0.641
possibility,ekwe omume,ekwe omume,anticipation,0.641
expedition,njem,njem,anticipation,0.641
spectacular,dị egwu,dị egwu,anticipation,0.641
happiness,obi uto,obi ụtọ,anticipation,0.641
reckoning,ịgbakọ,ịgbakọ,anticipation,0.641
prognosis,amụma,amụma,anticipation,0.641
erotic,erotic,ihe ọjọọ,anticipation,0.641
revolution,mgbanwe,mgbanwe,anticipation,0.641
award,onyinye,onyinye,anticipation,0.641
anxious,nchegbu,nchegbu,anticipation,0.641
hype,hype,egbeokwu,anticipation,0.641
await,chere,chere,anticipation,0.633
curious,kemmasi,kemmasi,anticipation,0.633
vision,ọhụụ,ọhụụ,anticipation,0.633
coming,na -abịa,na -abịa,anticipation,0.633
birthday,ụbọchị ọmụmụ,ụbọchị ọmụmụ,anticipation,0.633
delight,obi uto,obi ụtọ,anticipation,0.633
beware,kpachara anya,kpachara anya,anticipation,0.633
passionate,omiiko,omiiko,anticipation,0.633
firstborn,ọkpara,ọkpara,anticipation,0.633
miracle,ọrụ ebube,ọrụ ebube,anticipation,0.633
destiny,akara aka,akara aka,anticipation,0.633
passion,ahuhu,ahuhu,anticipation,0.633
prepare,jikere,jikere,anticipation,0.633
captivate,dọta,dọta,anticipation,0.633
graduation,ngụsị akwụkwọ,ngụsị akwụkwọ,anticipation,0.633
