word,machine,human,label
pivot,agbedemeji,agbedemeji,positive
refurbish,tunṣe,tunṣe,positive
hiding,nọmbafoonu,fi ara pamọ́,negative
sentencing,idajọ,ìdájọ́,negative
encroachment,ìkóra -ẹni -níjàánu,ìlòdì sí,negative
blot,paarẹ,àbàwọ́n,negative
lesson,ẹkọ,ẹkọ,positive
gaining,nini,nini,positive
poisoning,majele,májèlé,negative
birth,ibimọ,ibimọ,positive
invidiously,invidiously,ìlara,negative
notables,awọn ogbontarigi,awọn ogbontarigi,positive
debilitating,ailera,àìlera,negative
improbability,aiṣeeṣe,àìṣeéṣe,negative
wicket,wicket,ẹnu ọnà kekere,positive
bitch,bishi,ajá abo,negative
thoughtlessness,aironu,àìnírònú,negative
low-cost,owo pooku,owo pooku,positive
assets,ìní,awọn ohun ìní,positive
unfazed,alailagbara,aifoya,positive
powerfully,ni agbara,ni agbara,positive
posturing,posturing,ìdúró,negative
insignificance,airi,àìnídìí,negative
jubilation,ayọ,ayọ,positive
tard,pẹpẹ,àìníyè,negative
unbreakable,airekọja,airekọja,positive
ecstasies,awọn igbadun,awọn igbadun,positive
importance,pataki,pataki,positive
broke,fọ,fọ́,negative
refutes,refutes,fi nǹkan tó lòdì hàn,negative
interests,nifesi,nifesi,positive
law,ofin,ofin,positive
uselessness,asan,asán,negative
pilot,awaokoofurufu,awaokoofurufu,positive
womb,inu,ile ọmọ,positive
smile,rẹrin musẹ,rẹrin musẹ,positive
fickle,fickle,àìlèfọkàntán,negative
unfortunate,lailoriire,àìbọ́sákòkó,negative
unease,alaafia,ìnira,negative
discontented,alainitotan,aláìnítẹ̀lọ́rùn,negative
excellant,olutayo,olutayo,positive
humid,tutu,tútù,negative
wrinkles,wrinkles,ìhunjọ,negative
hatred,ikorira,ìkórìíra,negative
dismay,aibanujẹ,bẹ̀rù,negative
ghostly,iwin,iwin,negative
plumb,plumb,òjé idiwọn,positive
dripping,nṣàn,ń jò,negative
inhibition,idinamọ,ìdíwọ́,negative
readable,ṣeékà,ṣeékà,positive
devious,arekereke,àrékérekè,negative
remorseful,ibanuje,banújẹ́,negative
recoup,imularada,imularada,positive
injustice,aiṣododo,àìṣòdodo,negative
hellish,apaadi,àìda,negative
working,ṣiṣẹ,ṣiṣẹ,positive
maddening,aṣiwere,aṣiwèrè,negative
deteriorating,ibajẹ,ń bàjẹ́,negative
indifference,aibikita,áìbìkítà,negative
spoil,Bàjẹ,bàjẹ́,negative
blamed,jẹbi,jẹ̀bi,negative
intellectual,oloye,oloye,positive
darkness,okunkun,òkùnkùn,negative
gent,jeje,oníwà-rere,negative
exalted,gbega,gbega,positive
raping,ifipabanilopo,ìfipábánilòpọ̀,negative
antifungal,antifungal,apakokoro,positive
manipulators,ifọwọyi,àwọn olúfọwọ́yí,negative
catchy,mimu,mimu,positive
frustration,ibanuje,dà láàmú,negative
crowded,gbọran,agbo ènìyàn púpọ̀,negative
discreet,olóye,gbọn,positive
courageously,igboya,pelu igboya,positive
glamorous,didan,didan,positive
grounded,ilẹ,ọlọ́pọlọ,negative
comforting,itunu,itunu,positive
reputable,olokiki,olokiki,positive
disrespected,alaibọwọ,aíníbọ̀wọ̀,negative
foresee,foresee,imọtẹlẹ,positive
miraculousness,iyanu,iyanu,positive
diminished,dinku,dínkù,negative
irritated,hihun,ìríra,negative
bulldog,bulldog,aja,positive
clamorous,ariwo,ariwo,negative
facetious,facetious,àwàdà,negative
grateful,dupe,dupe,positive
peerless,alailẹgbẹ,alailẹgbẹ,positive
despised,kẹgàn,kẹ́gàn,negative
crowning,ade,ade,positive
usefulness,iwulo,iwulo,positive
primary,akọkọ,akọkọ,positive
debauchery,iwa ibaje,ìwà ìbàjẹ́,negative
paddle,paddle,fẹ,positive
menacing,idẹruba,halẹ̀,negative
favorites,awọn ayanfẹ,awọn ayanfẹ,positive
plaything,nkan isere,nǹkan ìṣeré,negative
lonesome,dáwà,dáwà,negative
maturity,ìbàlágà,ìbàlágà,positive
shark,eja Shaki,ẹja ṣáàkì,negative
altruistically,altruistically,aimọtara-ẹnikan,positive
goblin,goblin,ẹ̀mí-burúkú,negative
dishearten,aibanujẹ,ìbanújẹ́,negative
professor,ojogbon,ojogbon,positive
ace,Ace,mímọ̀ṣe,positive
masterful,ọlọgbọn,ọlọgbọn,positive
exalting,gbega,gbega,positive
masterfully,masterfully,pelu ọgbọn,positive
slicker,alagidi,alagidi,positive
amiable,alaanu,niwa  ọrẹ,positive
oppressed,inilara,ìnilára,negative
shape,apẹrẹ,àwòrán,positive
unlawfulness,arufin,ìlòdìsófin,negative
captor,oluwa,amúni,negative
depressingly,ibanujẹ,ìbànújẹ́,negative
upliftingly,igbega soke,igbega soke,positive
melodramatically,melodramatically,aládùn,negative
profusion,afonifoji,ọlọ́rọ̀,negative
cushion,timutimu,timutimu,positive
palsy,palsy,àrun-ẹ̀gbà,negative
love,ife,ife,positive
longing,npongbe,n pò ngbẹ,negative
continue,tesiwaju,tesiwaju,positive
reaching,nínàgà,nínàgà,positive
indecent,aiṣedeede,ṣàìtọ́,negative
inoperable,aiṣiṣẹ,àìlèṣàṣeyọrí,negative
maroon,maroon,etídò,negative
enmity,ikorira,ìkórìíra,negative
insociable,ti ko ṣe iyasọtọ,àìlèkónimọ́ra,negative
eulogize,eulogize,yin,positive
slowly,laiyara,láìyára,negative
low-risk,ewu kekere,ewu kekere,positive
straining,igara,fún pẹ̀lú agbára,negative
ineligible,alaiyẹ,aláìyẹ,negative
revert,tun pada,tún padà,negative
top-notch,ohun ipelegiga,ohun ipelegiga,positive
romantic,ifẹ,ifẹ,positive
secretive,asiri,àṣírí,negative
upsettingly,ibanuje,ìdàláámù,negative
pathetically,pathetically,ìkáàánú,negative
rageful,ibinu,ìbínú,negative
horrendous,ibanuje,ẹ̀rù,negative
incapacitated,alailagbara,alàìlágbàrá,negative
incineration,sisun,sísun,negative
harlot,panṣaga,panṣágà,negative
overtake,mu,kọja,positive
diverse,orisirisi,orisirisi,positive
contour,elegbegbe,elegbegbe,positive
predilection,predilection,nifẹ sí,positive
cannibalize,cannibalize,jẹ̀nìyàn,negative
player,ẹrọ orin,eléré-ìdárayá,negative
infatuation,ìfẹ́kúfẹ̀ẹ́,ìfẹ́kúfẹ̀ẹ́,positive
drained,drained,fún gbẹ,negative
importunate,impunate,aláìdúró,negative
lace,lesi,ìgbáti-aṣọ,negative
antidote,antidote,aporo,positive
foreign,ajeji,àjèjì,negative
uncouth,aiṣedeede,aláìlẹ́wà,negative
soulmate,ẹlẹgbẹ ẹmi,olólùfẹ-ẹni,negative
lax,dẹra,dẹra,negative
morbid,aisan,àìlera,negative
pretence,itanra,ìtànjẹ,negative
deviously,arekereke,àrékérekè,negative
unwilling,aifẹ,àìfẹ́,negative
optionless,iyan,àìsí ònà àbáyọ,negative
backward,sẹhin,sẹ́hìn,negative
tension,ẹdọfu,ẹ̀dọ̀fù,negative
debtor,onigbese,onígbèsè,negative
resourcefulness,olufulnessewadi,iseso,positive
quiet,idakẹjẹ,idakẹjẹ,positive
goad,afárá,afárá,negative
purification,ìwẹnumọ,ìwẹnumọ,positive
draconic,draconic,burú,negative
ingenuity,ọgbọn,ọgbọn,positive
beautiful,lẹwa,lẹwa,positive
unsightly,airi,àìwunjúrí,negative
gibberish,gibberish,àlùfàńsá,negative
troublesomely,wahala,níyọnu,negative
sedentary,sedentary,dúró sójú kan,negative
unusually,dani,Ìṣọ̀wọ́n,negative
priesthood,oyè àlùfáà,oyè àlùfáà,positive
vanity,asan,asán,negative
stylish,ara,ti aṣa,positive
feudal,feudal,ajẹmọ́-ológun,negative
excitation,simi,n ru soke,positive
excitedly,inu didun,inu didun,positive
unequivocal,alaigbagbọ,laiseaniani,positive
disastrously,ajalu,àjálù,negative
sputter,sputter,tu,negative
asinininity,asinininity,bíbẹ̀rẹ̀,negative
humiliating,itiju,ìtìjú,negative
fiction,itanran,itanran,negative
uneventful,uneventful,àìníṣẹ́lẹ̀,negative
rekindle,rekindle,mu sọji,positive
astonished,iyalẹnu,yanilẹnu,positive
smoothly,laisiyonu,laisiyonu,positive
commute,commute,rin,positive
dysfunction,alailoye,aláìlóye,negative
appropriate,yẹ,yẹ,positive
surviving,yè,yè,positive
awfully,lasan,lásán,negative
weirdo,weirdo,eni-àjòjì,negative
fallacious,eke,èké,negative
disturb,disturb,dí lọ́wọ́,negative
miserly,aṣiwere,aṣiwèrè,negative
superficial,lasan,eréfè,negative
resist,koju,takò,negative
advocates,alagbawi,gbejoro,positive
misfit,aiṣedeede,aitọ́,negative
shamelessness,itiju,ìtìjú,negative
strident,strident,pariwo,negative
infirm,alailera,àìlera,negative
helpless,ainiagbara,àìlágbára,negative
crypt,kigbe,sàárè,negative
totalitarian,olominira,ìjọba kàńpá,negative
efficacious,doko,sisẹ daradara,positive
offensively,ibinu,amúnibínú,negative
drivel,ṣiṣan,potọ́,negative
empathy,ìyọ́nú,ìyọ́nú,positive
flaccid,flaccid,rọ̀,negative
adore,fẹran,fẹran,positive
rough,ti o ni inira,aláìlójú,negative
midwife,agbẹbi,agbẹbi,positive
preventing,idilọwọ,ìdí lọ́wọ́,negative
shrivel,rirọ,rírọ,negative
contribution,ilowosi,Idawo,positive
irrationals,irrationals,àìmọ́gbọ́nwá,negative
rencontre,rencontre,ìpàdé,negative
cranky,cranky,àìlera,negative
harm,ipalara,ìpalára,negative
tin-y,tin-y,kéré,negative
heartbreaker,aiya -ọkan,ẹni tí ó ń fa ìbànújẹ́,negative
disapproving,alaigbagbọ,àìfọwọ́sí,negative
homosexuality,ilopọ,ìbálópò ìbí kan náà,negative
inefficacious,ailagbara,àìlágbára,negative
dragging,fifa,fífà,negative
quarrellous,ìjà,ajẹmọ́jà,negative
greeting,ikini,ikini,positive
contrasty,ilodi si,o yatọ,positive
dogged,dogged,ìfaradà,negative
autonomous,adase,adase,positive
frazzle,frazzle,gbẹ,negative
overawe,overawe,ìyàlẹ́nu,negative
commemorate,ṣe iranti,ṣe iranti,positive
actionable,actionable,ìṣiṣẹ́,negative
unattainable,airi,àìní,negative
comely,ẹlẹwa,ẹlẹwa,positive
plotters,awọn alagbimọ,ọlọ́tẹ̀,negative
imaculate,imaculate,ailabawọn,positive
pertinent,ti o yẹ,ti o yẹ,positive
anaconda,anaconda,òjòlá,negative
strained,igara,fún pẹ̀lú agbára,negative
commonwealth,apapọ orilẹ -ede,apapọ orilẹ -ede,positive
incoherently,incoherently,àìlọ́gbọ́n,negative
disinclined,alaigbọran,aláìgbọràn,negative
lordship,oluwa,oluwa,positive
profanity,aibuku,aláìmọ́,negative
talents,talenti,talenti,positive
stripped,ṣi kuro,jásíhòhò,negative
underdog,underdog,aládànú,negative
yell,kigbe,kígbe,negative
shooting,iyaworan,ìbọn-yíyìn,negative
unbeatable,unbeatable,ti ko se bori,positive
massacre,ipakupa,ìpakúpa,negative
favor,ojurere,ojurere,positive
stupify,omugo,òmùgọ̀,negative
refuse,kọ,kọ̀,negative
damages,awọn bibajẹ,àwọn bíbàmí,negative
vainly,lásán,lásán,negative
obliging,ọranyan,ọranyan,positive
ineffectively,ineffectively,àìlágbára,negative
providing,pese,pese,positive
boycotts,boycotts,sátì,negative
imprecise,aiṣedeede,àìṣedéédé,negative
information,alaye,alaye,positive
valiant,akọni,akọni,positive
enrichment,idarato,idarato,positive
agonizing,ibanuje,ìbànújẹ́,negative
smugly,rirun,jíjọ ara ẹni lójú,negative
elite,olutayo,olutayo,positive
backwood,igi ẹhin,igi ẹ́hìn,negative
desperation,àìnírètí,àìnírètí,negative
nasty,ẹgbin,ẹ̀gbin,negative
thank,dúpẹ lọwọ,dúpẹ lọwọ,positive
lacking,alaini,ṣàìní,negative
wishes,lopo lopo,ifẹọkan,positive
begging,ṣagbe,ṣagbe,negative
enlighten,tan imọlẹ,tan imọlẹ,positive
persistence,itẹramọṣẹ,itẹramọṣẹ,positive
avalanche,owusuwusu,òwùsùwúsù,negative
gangster,onijagidijagan,oníjàgídíjàgan,negative
imperfection,àìpé,àìpé,negative
foolhardy,aṣiwere,gbójú,negative
obtainable,gba,gba,positive
delightfully,inudidun,inudidun,positive
prodigal,oninaku,oninakuna,positive
alcoholism,ìmukúmu,ìmukúmu,negative
horribly,oburewa,burújù,negative
diabolically,diabolically,ajẹméṣù,negative
abysmal,abysmal,ọ̀gbun àìlópin,negative
sagged,sagged,sàn wálẹ̀,negative
choked,gbungbun,pa,negative
incompetence,ailagbara,àìlágbára,negative
nutritious,ounjẹ,ounjẹ,positive
untenable,untenable,àìṣégbà,negative
polution,idoti,ìdọ̀tí,negative
self-confident,igbẹkẹle ara ẹni,igbẹkẹle ara ẹni,positive
faggot,fagot,igi ìdáná,negative
pigs,elede,àwọn ẹlẹ́dẹ̀,negative
fearlessly,laibẹru,laibẹru,positive
stale,gbó,gbó,negative
miser,aṣiwere,aṣiwèrè,negative
dents,ehin,àpá,negative
motherhood,abiyamọ,abiyamọ,positive
revolutionize,rogbodiyan,rogbodiyan,positive
beauteous,ẹlẹwa,ẹlẹwa,positive
sprain,sprain,rọ́,negative
wreaks,wreaks,gbẹ̀san,negative
misbehaves,iwa aiṣedeede,ìwà àìṣedédé,negative
dimmer,dimmer,bàìbàì,negative
finest,dara julọ,dara julọ,positive
removal,yiyọ,yíyọ,negative
scandel,sikandali,olùbanilọ́kànjẹ́,negative
handier,afọwọṣe,nitosi,positive
groundless,ti ko ni ilẹ,àìfẹsẹ̀múlẹ̀,negative
blurred,gaara,kò já gaara,negative
fatcats,awọn ologbo,àwọn ọlọ́rọ̀,negative
gentlest,oninuure,onírẹlẹ julọ,positive
dreams,awọn ala,awọn ala,positive
meddle,dapo,dá sí,negative
payback,agbapada,ẹ̀san,negative
severity,idibajẹ,ìdibàjẹ́,negative
abba,abba,kégbe,positive
two-faced,oju meji,olójú méjì,negative
communicate,ibasọrọ,ibasọrọ,positive
mournfully,ṣọfọ,ṣọ̀fọ̀,negative
pratfall,pratfall,ìṣubú,negative
unencumbered,unencumbered,ailaniyan,positive
picketing,kekeke,ìfẹ̀hónúhàn,negative
declination,idinku,àdínkù,negative
undid,undid,aláìṣe,negative
decrepitude,irẹwẹsi,ìrẹ̀wẹ̀sì,negative
grudging,kikoro,kórìíra,negative
insincere,alaigbagbo,àìṣòótọ́,negative
egregiously,lọpọlọpọ,tayọ lọ́nà àìda,negative
mishap,mishap,àṣìṣe,negative
rhetorical,aroye,àròyé,negative
prisoner,ẹlẹwọn,ẹlẹ́wọ̀n,negative
grudges,kikorò,ìkórìíra,negative
reliability,igbẹkẹle,igbẹkẹle,positive
exorbitantance,àṣejù,àṣejù,negative
hates,korira,kó rírà,negative
frightened,bẹru,bẹ́rú,negative
cur,cur,ajá,negative
cheated,tànjẹ,yànjẹ,negative
perceptible,ni oye,ni oye,positive
purr,purr,dídún ológbò,positive
perfunctory,iṣẹ ṣiṣe,Kàńpá,negative
unsuspecting,airotẹlẹ,àìṣèrànwọ́,negative
ceremony,ayeye,ayeye,positive
blabber,olofofo,olófòófó,negative
weakened,alailagbara,sọdọ̀lẹ,negative
feisty,feisty,ni igboya,positive
frighten,dẹruba,dẹ́rùbà,negative
inexpert,alaimoye,aláìmòye,negative
bawdy,bawdy,ọ̀rọ̀-rírùn,negative
vacuous,ofo,òmùgọ̀,negative
concentric,aifọwọyi,àìfọwọ́yí,positive
convience,ifaramọ,dẹrun,positive
vibrated,titaniji,gbọ̀n,negative
irrecoverable,irrecoverable,àìlátúnṣe,negative
climax,ipari,ipari,positive
cooperating,ifowosowopo,ifowosowopo,positive
dummy-proof,idinwon-ẹri,idinwon-ẹri,positive
forgiven,dariji,dariji,positive
denounces,awọn ibaniwi,àwọn ìbániwí,negative
misgiving,aiṣedede,àìṣedédé,negative
faulty,mẹhẹ,mẹ́he,negative
wieldy,alagbara,pẹlu aṣẹ,positive
goods,awọn ẹru,awọn ẹru,positive
caustically,caustically,nípa jíjóni,negative
fuckers,awọn ẹlẹgàn,àwọn ẹlẹ́gàn,negative
charisma,charisma,iwa to wuni,positive
frisky,frisky,olufẹ ere,positive
FALSE,èké,èké,negative
prosper,ṣe rere,ṣe rere,positive
exhaust,eefi,tán,negative
blistering,roro,ìléròrò,negative
irrelevant,ko ṣe pataki,kò ṣe pàtàkì,negative
ordeal,ipọnju,ìpọ́njú,negative
caricature,caricature,àwòrán apanilẹ́rìnín,negative
drippy,drippy,jíjò,negative
pitied,àánú,àánú,negative
squeaks,ariwo,hu,negative
relishing,inu didun,inu didun,positive
disgustful,ìríra,ìríra,negative
deginified,ti bajẹ,eni ọwọ,positive
exclusive,iyasoto,iyasoto,positive
specter,alafojusi,òkú-rírí,negative
pittance,pittance,Owó díẹ̀,negative
renown,ogbontarigi,ogbontarigi,positive
constancy,iduroṣinṣin,iduroṣinṣin,positive
plebeian,plebeian,ẹni tí kò jẹ́ nǹkan,negative
qualified,tóótun,mu ye,positive
coolness,itutu,itutu,positive
supported,atilẹyin,tilẹyin,positive
crouching,ìrọ́kẹ̀kẹ̀,ìbẹ̀rẹ̀,negative
enjoin,paṣẹ,pàṣẹ,negative
inert,inert,lọ́ra,negative
impending,ti n bọ,tí ń bọ̀,negative
stuffy,nkanju,mú ooru,negative
blindingly,afọju,afọ́jú,negative
uncontrolled,ti ko ni iṣakoso,aláìlákòso,negative
aimless,ti ko ni ero,tí kò ní èrò,negative
ramshackle,ramshackle,àìnítọ́jú,negative
amends,ṣe atunṣe,ṣe atunṣe,positive
misrepresent,ṣiṣalaye,ṣìṣàlàyé,negative
perpetrator,oluṣe,olùṣẹ̀,negative
atonement,ètùtù,ètùtù,positive
outrage,ibinu,ìbínú,negative
sleek,aso,didan,positive
unwell,alailera,àìlera,negative
care,itọju,itọju,positive
hope,ireti,ireti,positive
cock,akukọ,àkùkọ,negative
blessing,ibukun,ibukun,positive
sagging,sagging,sàn wálẹ̀,negative
immoderate,aiṣedeede,lòdì sí ìwọ̀ntúnwọ̀nsì,negative
ulterior,ti ita,ìta,negative
pitiless,alailera,àìláàánú,negative
upbraid,igberaga,báwí,negative
once-in-a-lifetime,lẹẹkan-ni-igbesi aye,lẹẹkan-ni-igbesi aye,positive
brash,ẹgbin,àìbìkítà,negative
reliant,ti o gbẹkẹle,ti o gbẹkẹle,positive
warped,ike,hun,negative
plea,ẹbẹ,ẹ̀bẹ̀,negative
swelled,wú,wú,negative
embolden,ìgboyà,ìgboyà,positive
rebut,ifesi,takò,negative
tranquility,ifokanbale,ifokanbale,positive
stun,ikọlu,ìkọlù,negative
pristine,alailẹgbẹ,atetekọse,positive
trusted,gbẹkẹle,gbẹkẹle,positive
selfish,amotaraeninikan,ìmọ̀tara-ẹni-nìkan,negative
panoramic,panoramic,fifẹ,positive
intervention,ilowosi,ìlọ́wọ́sí,negative
force,ipa,ipá,negative
faltered,faltered,ṣàìgbọràn,negative
boosting,igbelaruge,igbelaruge,positive
incompatibility,ibamu,àìsí-ní-ìbámu,negative
murder,ipaniyan,ìpànìyàn,negative
balm,balm,ikunra,positive
scotch,scotch,gbẹ́rẹ́,negative
heresy,eke,èké,negative
perishing,ń ṣègbé,ṣíṣègbé,negative
launch,ifilole,ifilole,positive
absurdly,absurdly,ṣàsèjì,negative
bruise,ọgbẹ,ọgbẹ́,negative
anomaly,anomaly,aláìgbọràn,negative
inquisition,ibeere,ìbéèrè,negative
fatal,apaniyan,apanirun,negative
seditious,alatako,alátakò,negative
shelved,ti fipamọ,fipamọ́,negative
insure,ṣe iṣeduro,ṣe iṣeduro,positive
dreamland,ilẹ ala,ilẹ ala,positive
caress,ifọwọra,ifọwọra,positive
crush,fifun pa,fífún pa,negative
inanely,inanely,àìmọ́pọlọwá,negative
exhausts,tán,tán,negative
wedge,gbe,ẹ̀kàn,negative
well-intentioned,daradara-intentioned,oninure,positive
fairly,ni deede,ni deede,positive
forego,fi silẹ,fisílẹ̀,negative
dings,dings,jákulẹ̀,negative
plummet,lilu,wálẹ̀,negative
swindles,arekereke,àrékérekè,negative
buoy,buoy,lefo,positive
gap,aafo,àlàfo,negative
equilibrium,iwontunwonsi,iwontunwonsi,positive
softer,rirọ,rirọ,positive
crucifixion,agbelebu,kàmnọ́-àgbélèbú,negative
schism,schism,ìyapa,negative
job,iṣẹ,iṣẹ,positive
uninsured,ti ko ni iṣeduro,àìníṣùra,negative
liaison,alarina,ìkànsíraẹni,negative
bridesmaid,iyawo,ore iyawo,positive
undone,paarẹ,aláìṣe,negative
swagger,swagger,Ìyíra kiri,negative
inconveniently,ni irọrun,àìrọrùn,negative
injury,ipalara,ìpalára,negative
daughter,ọmọbinrin,ọmọbinrin,positive
disrepute,aibuku,àìlórúkọ rere,negative
punitive,ifiyaje,ìfìyàjẹ,negative
burdened,eru,ẹrù,negative
antagonistic,alatako,alátakò,negative
pros,aleebu,anfani,positive
didactic,didactic,jẹ́ tọgbọ́n,positive
chieftain,ìjòyè,ìjòyè,positive
espionage,iṣẹ amí,alamí,negative
wrathful,ibinu,ìbínú,negative
beautifullly,ẹwa,lẹwa,positive
trash,idọti,ìdọ̀tí,negative
unsupportive,alatilẹyin,àìṣèrànwọ́,negative
perverted,arekereke,ìhùwàbàjẹ́,negative
catastrophe,ajalu,àjálù,negative
famished,ebi npa,ebi,negative
prohibitively,ni ilodi si,lòdì sí,negative
wrinkle,wrinkle,hunjọ,negative
doubtfully,iyemeji,iyèméjì,negative
acridness,irọra,korò,negative
inconsequent,alaigbọran,àìṣedéédé,negative
trophy,olowoiyebiye,ikogun,positive
unnaturally,lainidii,àìṣèwà-ẹ̀dá,negative
cross,agbelebu,àgbélèbú,negative
ballad,Ballad,orin áro,positive
squeamish,squeamish,onírera,negative
scab,egbò,egbò,negative
cushy,cushy,dẹrun,positive
white,funfun,funfun,positive
capsize,wọ ọkọ,dojúdé,negative
conciliates,conciliates,laja,positive
victory,iṣẹgun,iṣẹgun,positive
dissemble,titopọ,díbọ́n,negative
subservient,oniranlọwọ,oniranlọwọ,negative
cruel,ìka,ìkà,negative
impartiality,ojúsàájú,lai ṣe ojuṣaaju,positive
snagged,gbamu,ta síta,negative
tetchily,tetchily,ìbínú,negative
checklist,akosile,akosile,positive
agonized,irora,irora,negative
tenacity,tenacity,iduroṣiṣin,positive
discards,danu,dànù,negative
assassin,apaniyan,apànìyàn,negative
tale,itan,itan,positive
traumatized,traumatized,jìnìjìnì,negative
flair,flair,òórùn,negative
enflame,enflame,jó,negative
resentful,ibinu,ibinu,negative
overturn,danu,dànù,negative
pacific,pacific,tutu,positive
spectacle,iworan,ìwòran,negative
guidance,itoni,itoni,positive
haunted,Ebora,ẹbọra,negative
disagrees,ko gba,kò gbà,negative
leer,leer,àrékérekè,negative
yay,yay,pariwo,positive
rremediable,rremediable,rremediable,negative
fucktard,onibaje,oníbàjẹ́,negative
committed,ṣe,ṣe,positive
repudiate,kọ,lòdì,negative
maliciousness,irira,ìríra,negative
egotistically,alaragbayida,aláràgbàyídá,negative
majesty,ọlanla,ọlanla,positive
backs,awọn ẹhin,tilẹyin,positive
guilty,jẹbi,jẹ̀bi,negative
barren,àgàn,àgàn,negative
morals,iwa,iwa,positive
annoys,ibanuje,bínú,negative
attractively,fifamọra,fifamọra,positive
pressure,titẹ,títẹ,negative
impolitic,impolitic,àìgbọ́n,negative
morons,morons,àwọn òmùgọ̀,negative
admires,admires,fẹ,positive
jubilate,jubilate,yọ,positive
repulsion,ifaseyin,ìlépadà,negative
cartel,kateli,ẹgbẹ́-oníṣówò,negative
costly,leri,wọ́n,negative
attractiveness,ifamọra,ifamọra,positive
juddering,adajo,mìn,negative
scapegoats,awọn apanirun,àfijófin,negative
truthful,otitọ,otitọ,positive
overdose,apọju,àpọ̀jù,negative
treasures,ìṣúra,awọn ìṣúra,positive
amiability,ifarada,niwa ọrẹ,positive
chronicle,akoole,akoole,positive
hypocritical,agabagebe,àgàbàgebè,negative
best-performing,ti o dara julọ,ti o dara julọ,positive
spree,spree,láìwẹ̀yìn,negative
defeat,ijatil,ìjákulẹ̀,negative
enjoying,igbadun,n gbadun,positive
pimp,pimp,alárinà,negative
felonious,odaran,ọ̀daràn,negative
shepherd,oluṣọ -agutan,oluṣọ -agutan,positive
lecturer,olukọni,olukọni,positive
mercilessly,laanu,àìláàánú,negative
incur,fa,dáràn,negative
amusingly,amusingly,móríyá,positive
whores,panṣaga,panṣágà,negative
funeral,isinku,ìsìnkú,negative
lewdly,ifẹkufẹ,ìfẹ́kúfẹẹ,negative
deficit,aipe,àìpé,negative
invidiousness,invidiousness,ìlara,negative
validated,fọwọsi,fọwọsi,positive
disdain,kẹgàn,kẹgàn,negative
endowment,ẹbun,ẹbun,positive
painful,irora,ìrora,negative
backbite,ifunni ẹhin,ìsọ̀rọ̀ ẹni lẹ́yìn,negative
harridan,harridan,obìnrin oníwà ìpáǹle,negative
enviously,ilara,ìlara,negative
detracted,detracted,ti yọ kúrò,negative
demise,ìparun,ikú,negative
wrangle,ìjà,àròyé,negative
clearly,kedere,kedere,positive
blurry,blurry,àìhàn geere,negative
bigot,olufokansin,olùfọkànsìn,negative
delectable,alafẹfẹ,daradara,positive
relevant,ti o yẹ,ti o yẹ,positive
direful,adari,adarí,negative
well-educated,daradara-educated,ni imọ-ẹkọ,positive
speculative,awotẹlẹ,olobó,negative
unscathed,ti ko ni ipalara,ti ko ni ipalara,positive
combative,ija,ìjà,negative
callous,alaigbọran,àìnímọ̀lára,negative
complements,awọn afikun,awọn afikun,positive
imbecile,alaigbọran,aláìgbọràn,negative
shabby,itiju,àìtọ́jú,negative
quarrels,ìjà,ìjà,negative
chastising,ibawi,ìbáwí,negative
glide,rọra,yọ pẹlẹ,positive
cost-effective,iye owo to munadoko,ko wọn ju,positive
cramp,inira,ìnira,negative
slogged,slogged,gbá pẹ̀lú ìbínú,negative
hedonism,hedonism,wíwá igbadun,positive
dejecting,dejecting,ìbànújẹ́,negative
agreement,adehun,adehun,positive
disapprove,ko gba,kò gbà,negative
derailed,derailed,sáko,negative
ensemble,akopọ,akopọ,positive
sorry,binu,pẹ̀lẹ́,negative
stalls,ibùso,ibùso,negative
imaginary,riro,rírò,negative
chosen,yàn,yàn,positive
humbly,onirẹlẹ,pẹlu irẹlẹ,positive
suspected,fura si,fura sí,negative
indiscriminating,aibikita,àìbìkítà,negative
useless,asan,lásán,negative
accidents,awọn ijamba,àwọn ìjàm̀bá,negative
restricted,ihamọ,ìhámọ́,negative
heady,ori,ọlọ́pọlọ,negative
desiccated,desiccated,ti gbẹ,negative
loses,npadanu,pàdánù,negative
lonely,ìdánìkanwà,ìdánìkanwà,negative
alimony,alimony,owó-ìkọ̀sílẹ̀,negative
hoarse,ariwo,kẹhùn,negative
exacting,ṣiṣe deede,ìṣedèèdé,negative
crappy,inira,ìnira,negative
smuttier,arínifín,arínifín,negative
smelled,olfato,gbọ́ òórùn,negative
criticize,ṣofintoto,ṣọ̀fíǹtótó,negative
booming,ariwo,ariwo,positive
junkyard,ibi idana,ibi ẹ̀gbin,negative
dismissively,yọ kuro,àìfiyèsí,negative
hectic,alakikanju,alákíkanjú,negative
clumsy,alaigbọran,págunpàgun,negative
offset,aiṣedeede,aiṣedeede,positive
hater,korira,akórìíra,negative
contemptuously,ẹgan,ẹ̀gàn,negative
harms,ipalara,ìpalára,negative
monstrosity,monstrosity,ìbanilẹ́rù,negative
restless,isimi,àìsimi,negative
stupor,omugo,òmùgọ̀,negative
low-rated,kekere-ti won won,Íwọ̀n kékeré,negative
battering,lilu,lílù,negative
dented,dented,àpá,negative
bog,oju ewe,ẹrẹ̀,negative
astutely,lasan,ọlọgbọn,positive
zombie,zombie,iwin,negative
easiness,irọrun,irọrun,positive
conversational,ibaraẹnisọrọ,ibaraẹnisọrọ,positive
inauguration,ifilọlẹ,ifilọlẹ,positive
